question,style,btl_rank,btl_strength,btl_beta,answer,result
Rita Coolidge sang the title song for which Bond film?,evidential_1,48,0.006785,-4.993097,Live and Let Die,0
Which actress was called by the US Senate a 'powerful force of evil' when she left her husband and child in 1948?,evidential_1,49,0.006619,-5.017831,Hedy Lamarr,0
Which country does the airline TAAG come from?,evidential_1,50,0.006588,-5.022570,Namibia,0
In what year's Olympics were electric timing devices and a public-address system used for the first time?,evidential_1,51,0.006516,-5.033439,1932,0
Art Garfunkel trained for which profession although he didn't qualify?,evidential_1,52,0.006265,-5.072749,medicine,0
"In Greek mythology, who were Arges, Brontes and Steropes?",evidential_1,53,0.006122,-5.095886,Cyclopes,1
Where in Canada is the Lion's Gate bridge?,evidential_1,54,0.005672,-5.172279,"Vancouver, British Columbia",1
In which state was Gene Vincent born?,evidential_1,55,0.005608,-5.183596,Louisiana,0
"""According to Rudyard Kipling what were the """"two imposters"""" to meet and treat the same day?""",evidential_1,56,0.005607,-5.183746,There is no such reference in Kipling's works.,0
Which musician founded the Red Hot Peppers?,evidential_1,57,0.005513,-5.200656,Red Hot Chili Peppers,1
What comic strip character was named after heavyweight boxing champion James J. Jeffries?,evidential_1,58,0.005498,-5.203404,Buster Brown,0
Who was the last inmate of Spandau jail in Berlin?,evidential_1,59,0.005459,-5.210433,Rudolf Hess,1
Where in England was actor Nigel Hawthorne born?,evidential_1,60,0.005323,-5.235793,Bristol,0
Who had a Too Legit To Quit Tour?,evidential_1,61,0.005292,-5.241529,Ludwig Van Westhoff,0
Who is the most successful UK solo artist in the USA?,evidential_1,62,0.005254,-5.248711,Elton John,1
Which was the only eastern bloc country to participate in the 1984 LA Olympics?,evidential_1,63,0.005142,-5.270344,East Germany,0
What was golfing great Ben Hogan's famous reply when he was asked how to improve one's game?,evidential_1,64,0.004838,-5.331315,Practice more.,0
"In the very first Boston Marathon, 15 runners competed. How many finished?",evidential_1,65,0.004803,-5.338570,14,0
Which Lloyd Webber musical premiered in the US on 10th December 1993?,evidential_1,66,0.004780,-5.343320,Sunset Boulevard,1
Where did the Shinning Path terrorists operate?,evidential_1,67,0.004654,-5.370008,Peru,1
What was Walter Matthau's first movie?,evidential_1,68,0.004654,-5.370072,"""The Man Who Shot Liberty Valance"" (1962)",0
What was the name of Michael Jackson's autobiography written in 1988?,evidential_1,69,0.004618,-5.377810,"""Moonwalk""",1
Why is the site of a boxing match called a ring when it's square?,evidential_1,70,0.004590,-5.383828,Historically named a ring due to its circular shape despite being square or rectangular,1
Who had a 70s No 1 hit with Let's Do It Again?,evidential_1,71,0.004586,-5.384732,Bee Gees,0
What did the Lone Ranger's title Kemo Sabe mean in Apache?,evidential_1,72,0.004580,-5.386004,"It means ""true friend"" or ""trusty scout.""",1
Who was the next British Prime Minister after Arthur Balfour?,evidential_1,73,0.004293,-5.450656,H.H. Asquith,0
"""How many different animal shapes are there in the """"Animal Crackers"""" cookie zoo?""",evidential_1,74,0.004231,-5.465346,15,0
Which founder of the company Triad was accused by the USA of receiving bribes?,evidential_1,75,0.004099,-5.496946,None specified,0
"To whom did Helen Keller dedicate her autobiography, The Story of My Life?",evidential_1,76,0.003841,-5.561919,To Anne Sullivan Macy.,0
Who first hosted Family Feud?,evidential_1,77,0.003757,-5.584104,Tom Jackson,0
What would Kevin Scale have been called if it had adopted the originator's first name?,evidential_1,78,0.003719,-5.594356,Unknown,0
Who was the only Englishman to become Pope?,evidential_1,79,0.003547,-5.641526,Benedict XVII,0
What was Eddie Murphy's first movie?,evidential_1,80,0.003510,-5.652232,"""Beverly Hills Cop""",0
What is Mel Gibson's middle name?,evidential_1,81,0.003447,-5.670326,Stephen,0
Who was the first US-born winner of golf's British Open?,evidential_1,82,0.003262,-5.725389,Tommy Armour,0
Who was the youngest brother in the Beach Boys?,evidential_1,83,0.003173,-5.753013,Carl Wilson,1
Kim Carnes' nine weeks at No 1 with Bette Davis Eyes was interrupted for one week by which song?,evidential_1,84,0.003167,-5.755128,"""Jack's Theme""",0
In which decade did stereo records first go on sale?,evidential_1,85,0.003131,-5.766416,1950s,1
What is Osbert Lancaster best known for producing?,evidential_1,86,0.002955,-5.824181,comic strips and illustrations.,1
Which 70s show was based on the British show Till Death Us Do Part?,evidential_1,87,0.002873,-5.852527,All in the Family,1
How old was Jimi Hendrix when he died?,evidential_1,88,0.002736,-5.901103,27,1
In what state was playwright Tennessee Williams born?,evidential_1,89,0.002487,-5.996825,Mississippi,1
To the nearest million what is the population of Australia?,evidential_1,90,0.002404,-6.030465,25 million,1
Which US No 1 single came from Diana Ross's platinum album Diana?,evidential_1,91,0.002374,-6.043176,"""Love Hangover""",0
What is the name of Terence and Shirley Conran's dress designer son?,evidential_1,92,0.002199,-6.119896,Tom,0
Robert Kirkpatrick of California grew the world's biggest what?,evidential_1,93,0.002145,-6.144765,pumpkin,1
Which 90s sci fi series with James Belushi was based on Bruce Wagner's comic strip of the same name?,evidential_1,94,0.002003,-6.212935,Sliders,0
Who or what was Gentle Ben in the 60s TV series?,evidential_1,95,0.001745,-6.351108,A gentle bear named Ben.,0
What was Truman Capote's last name before he was adopted by his stepfather?,evidential_1,96,0.001605,-6.434494,Capote,0
"In Greek mythology, what were the names of Oedipus's parents?",evidential_1,97,0.001395,-6.574613,Laius and Jocasta,1
What star sign is Jamie Lee Curtis?,evidential_1,98,0.001386,-6.581341,Scorpio,1
"""In which movie did Garbo say, """"I want to be alone"""".""",evidential_1,99,0.001352,-6.605983,Anna Christie,0
In which country is the Sky Train Rail bridge?,evidential_1,100,0.000960,-6.948700,Thailand,0
Dave Gilmore and Roger Waters were in which rock group?,evidential_2,1,0.990533,-0.009512,Pink Floyd,1
Which Lloyd Webber musical premiered in the US on 10th December 1993?,evidential_2,2,0.000610,-7.401998,Sunset Boulevard,1
Who directed the classic 30s western Stagecoach?,evidential_2,3,0.000345,-7.971565,John Ford,1
Which country does the airline TAAG come from?,evidential_2,4,0.000282,-8.173821,Namibia,0
Brandon Lee died during the making of which movie?,evidential_2,5,0.000214,-8.450086,The Crow,1
Where in Canada is the Lion's Gate bridge?,evidential_2,6,0.000208,-8.478889,"Vancouver, British Columbia",1
What was the last US state to reintroduce alcohol after prohibition?,evidential_2,7,0.000207,-8.485174,Mississippi,1
Men Against the Sea and Pitcairn's Island were two sequels to what famous novel?,evidential_2,8,0.000198,-8.525209,Mutiny on the Bounty,1
Which artist David was born in Bradford UK?,evidential_2,9,0.000183,-8.607843,David Hockney,1
On what date in 1969 did Neil Armstrong first set foot on the Moon?,evidential_2,10,0.000182,-8.613236,July 20,1
Which highway was Revisited in a classic 60s album by Bob Dylan?,evidential_2,11,0.000175,-8.652200,Highway 61,1
Which volcano in Tanzania is the highest mountain in Africa?,evidential_2,12,0.000172,-8.670318,Mount Kilimanjaro,1
What is the only novel to top the best-seller lists for two consecutive years?,evidential_2,13,0.000170,-8.681411,"""Gone Girl"" by Gillian Flynn",0
Which Brit broke the land speed record in 1990 in Thrust 2?,evidential_2,14,0.000159,-8.744137,Andy Green,0
In which sport could the Pacers take on the Pistons?,evidential_2,15,0.000159,-8.746119,Basketball,1
Who was the last inmate of Spandau jail in Berlin?,evidential_2,16,0.000158,-8.755622,Rudolf Hess,1
What was the profession of Paul Strand (1890 - 1976)?,evidential_2,17,0.000149,-8.811657,Photographer,1
"""In which movie did Garbo say, """"I want to be alone"""".""",evidential_2,18,0.000142,-8.860098,Grand Hotel,1
Who had a 70s No 1 hit with Let's Do It Again?,evidential_2,19,0.000139,-8.882241,Bee Gees,0
Who is the most successful UK solo artist in the USA?,evidential_2,20,0.000139,-8.882825,Elton John,1
Which musician founded the Red Hot Peppers?,evidential_2,21,0.000133,-8.928927,Red Hot Chili Peppers,1
In what year's Olympics were electric timing devices and a public-address system used for the first time?,evidential_2,22,0.000122,-9.009880,1932,0
In the 80s who wrote the novel Empire of The Sun?,evidential_2,23,0.000120,-9.029510,J.G. Ballard,1
"In the Bible, who saw the handwriting on the wall?",evidential_2,24,0.000114,-9.075693,Belshazzar,1
Otis Barton was a pioneer in exploring where?,evidential_2,25,0.000113,-9.085989,deep ocean,1
Who was the youngest brother in the Beach Boys?,evidential_2,26,0.000110,-9.116696,Carl Wilson,1
Which actress was called by the US Senate a 'powerful force of evil' when she left her husband and child in 1948?,evidential_2,27,0.000109,-9.124112,Elizabeth Taylor,0
Which 70s show was based on the British show Till Death Us Do Part?,evidential_2,28,0.000109,-9.126389,All in the Family,1
"In the very first Boston Marathon, 15 runners competed. How many finished?",evidential_2,29,0.000108,-9.130690,14,0
What is the Japanese share index called?,evidential_2,30,0.000108,-9.131882,Nikkei Stock Average,1
How was the European Recovery Program in the 1940s more commonly known?,evidential_2,31,0.000107,-9.143193,Marshall Plan,1
"What mythological beast has the head of a man, the body of a lion, and the tail and feet of a dragon?",evidential_2,32,0.000103,-9.180346,Minotaur,0
Where was horse racing's Breeder's Cup held in 1987?,evidential_2,33,0.000103,-9.181994,"Hialeah Park, Florida",0
Who recorded the When Harry Met Sally soundtrack?,evidential_2,34,0.000102,-9.191681,Nino Rota,0
Rita Coolidge sang the title song for which Bond film?,evidential_2,35,0.000100,-9.209140,Live and Let Die,0
River Phoenix died during the making of which movie?,evidential_2,36,0.000100,-9.211076,"Wever Trueheart in ""Geri's Game""",0
Who was the first person after Scott to reach the South Pole overland?,evidential_2,37,0.000096,-9.253372,Bentley,0
Who was the director of the CIA from 1976-81?,evidential_2,38,0.000091,-9.303939,William E. Colby,0
Which drink did The Spice Girls promote?,evidential_2,39,0.000091,-9.305757,Seven Up,0
What Michelle Pfeiffer movie got a boost from the Coolio song Gangsta's Paradise?,evidential_2,40,0.000090,-9.313374,Dangerous Minds,1
"""Complete this Biblical quotation: """"It is easier for a camel to go through the eye of a needle, than...""",evidential_2,41,0.000088,-9.334679,for a rich man to enter heaven.,1
Robert Kirkpatrick of California grew the world's biggest what?,evidential_2,42,0.000087,-9.353154,avocado.,0
Kagoshima international airport is in which country?,evidential_2,43,0.000085,-9.370009,Japan,1
Which was the only eastern bloc country to participate in the 1984 LA Olympics?,evidential_2,44,0.000085,-9.376763,Yugoslavia,1
In which decade did stereo records first go on sale?,evidential_2,45,0.000083,-9.402306,1950s,1
Why is the site of a boxing match called a ring when it's square?,evidential_2,46,0.000081,-9.419839,"Because ""ring"" comes from Old Norse and predates the current shape.",0
Who was the next British Prime Minister after Arthur Balfour?,evidential_2,47,0.000081,-9.420979,David Lloyd George,0
What is Osbert Lancaster best known for producing?,evidential_2,48,0.000078,-9.456272,comic strips and illustrations,1
Bandar Seri Begawan International airport is in which country?,evidential_2,49,0.000076,-9.481547,Brunei,1
To the nearest million what is the population of Australia?,evidential_2,50,0.000076,-9.484922,25 million,1
Who or what was Gentle Ben in the 60s TV series?,evidential_2,51,0.000076,-9.485081,A gentle bear named Ben.,0
"In Greek mythology, what were the names of Oedipus's parents?",evidential_2,52,0.000074,-9.512941,Laius and Jocasta,1
"In the Bible, who did the sun and moon stand still before?",evidential_2,53,0.000073,-9.526602,Joshua,1
Who had an 80s No 1 hit with Hold On To The Nights?,evidential_2,54,0.000068,-9.590008,Cyndi Lauper,0
What claimed the life of singer Kathleen Ferrier?,evidential_2,55,0.000068,-9.593555,Tuberculosis,0
"""How many different animal shapes are there in the """"Animal Crackers"""" cookie zoo?""",evidential_2,56,0.000068,-9.598853,8,0
Who was the man behind The Chipmunks?,evidential_2,57,0.000067,-9.606319,David Seville,1
In what state was playwright Tennessee Williams born?,evidential_2,58,0.000067,-9.615287,Mississippi,1
What was the Paramount Film Company originally called?,evidential_2,59,0.000066,-9.618688,American Magyar Film Corporation,0
Who had a Too Legit To Quit Tour?,evidential_2,60,0.000066,-9.621866,Too Short,0
Who was the first US-born winner of golf's British Open?,evidential_2,61,0.000066,-9.628658,Ben Curtis,0
In which country is the Sky Train Rail bridge?,evidential_2,62,0.000066,-9.629050,Thailand,0
Art Garfunkel trained for which profession although he didn't qualify?,evidential_2,63,0.000065,-9.635863,medicine,0
Where did the Shinning Path terrorists operate?,evidential_2,64,0.000063,-9.677714,Peru,1
"In Lewis Carroll's poem The Hunting of the Snark, what did the elusive, troublesome snark turn into to fool hunters?",evidential_2,65,0.000061,-9.698333,A: A bill.,0
The flag of Libya is a plain rectangle of which color?,evidential_2,66,0.000061,-9.709486,Green,1
"""According to Rudyard Kipling what were the """"two imposters"""" to meet and treat the same day?""",evidential_2,67,0.000059,-9.734640,Hinduism and Christianity,0
"""Who was the target of the failed """"Bomb Plot"""" of 1944?""",evidential_2,68,0.000058,-9.750410,Adolf Hitler,1
Which 90s sci fi series with James Belushi was based on Bruce Wagner's comic strip of the same name?,evidential_2,69,0.000057,-9.772645,Sliders,0
Who first hosted Family Feud?,evidential_2,70,0.000053,-9.852526,Tom Jackson,0
Of which African country is Niamey the capital?,evidential_2,71,0.000052,-9.869744,Niger,1
Richard Daley was mayor of which city for 21 years?,evidential_2,72,0.000051,-9.877703,Chicago,1
Which musical featured the song The Street Where You Live?,evidential_2,73,0.000051,-9.890107,My Fair Lady,1
If I Were A Rich Man Was a big hit from which stage show?,evidential_2,74,0.000051,-9.892486,Fiddler on the Roof,1
What was Walter Matthau's first movie?,evidential_2,75,0.000049,-9.914697,"""The Man Who Shot Liberty Valance"" (1962)",0
What book knocked Henry Kissinger's White house Years out of first place on the best-seller list in November 1979?,evidential_2,76,0.000049,-9.916338,The Bodyguard by Ken Follett,0
Which journalist first told the world about the My Lai massacre?,evidential_2,77,0.000049,-9.924227,Pete Daniel Berman,0
What star sign is Jamie Lee Curtis?,evidential_2,78,0.000048,-9.935860,Scorpio,1
What was golfing great Ben Hogan's famous reply when he was asked how to improve one's game?,evidential_2,79,0.000048,-9.938917,Practice more.,0
Who had a 70s No 1 hit with Kiss You All Over?,evidential_2,80,0.000048,-9.945056,Dave Berry,0
In which state was Gene Vincent born?,evidential_2,81,0.000045,-10.008245,Louisiana,0
What was the name of Michael Jackson's autobiography written in 1988?,evidential_2,82,0.000045,-10.010641,"""Moonwalk""",1
What would Kevin Scale have been called if it had adopted the originator's first name?,evidential_2,83,0.000044,-10.036278,"After verification, it would be called ""Benzema Scale"".",0
Which US No 1 single came from Diana Ross's platinum album Diana?,evidential_2,84,0.000044,-10.040863,"""Love Hangover""",0
Which actress was voted Miss Greenwich Village in 1942?,evidential_2,85,0.000043,-10.060708,Joan Blondell,0
Kim Carnes' nine weeks at No 1 with Bette Davis Eyes was interrupted for one week by which song?,evidential_2,86,0.000043,-10.064787,"""Jack's Theme""",0
What was Truman Capote's last name before he was adopted by his stepfather?,evidential_2,87,0.000042,-10.085449,Capote,0
What was Eddie Murphy's first movie?,evidential_2,88,0.000042,-10.086714,"""Rawhide West"" (1985)",0
What is the name of Terence and Shirley Conran's dress designer son?,evidential_2,89,0.000041,-10.095381,Tom Conran,0
Who was the defending champion when Martina Navratilova first won Wimbledon singles?,evidential_2,90,0.000040,-10.120085,Chris Evert,1
"To whom did Helen Keller dedicate her autobiography, The Story of My Life?",evidential_2,91,0.000039,-10.159132,Anne Sullivan Macy,0
Which founder of the company Triad was accused by the USA of receiving bribes?,evidential_2,92,0.000039,-10.163784,Charles B. Wang,0
What did the Lone Ranger's title Kemo Sabe mean in Apache?,evidential_2,93,0.000038,-10.184335,Honest Word,0
"In Greek mythology, who were Arges, Brontes and Steropes?",evidential_2,94,0.000036,-10.220098,Cyclopes,1
What comic strip character was named after heavyweight boxing champion James J. Jeffries?,evidential_2,95,0.000034,-10.281735,Buster Brown,0
Where in England was actor Nigel Hawthorne born?,evidential_2,96,0.000030,-10.424098,Bristol,0
Who was the only Englishman to become Pope?,evidential_2,97,0.000028,-10.492281,Sir Thomas Walden (Pope Gregory IX),0
What is Mel Gibson's middle name?,evidential_2,98,0.000023,-10.662634,Joseph,0
How old was Jimi Hendrix when he died?,evidential_2,99,0.000020,-10.808792,27,1
What was President Gerald Ford's middle name?,evidential_2,100,0.000016,-11.033779,Robert,0
