question,style,btl_rank,btl_strength,btl_beta,answer,result
If I Were A Rich Man Was a big hit from which stage show?,evidential_1,55,0.000000,-15.606084,Fiddler on the Roof,1
What was the last US state to reintroduce alcohol after prohibition?,evidential_1,56,0.000000,-15.616755,Utah,0
What is the name of Terence and Shirley Conran's dress designer son?,evidential_1,57,0.000000,-15.632105,Matthew Williamson,0
In what year's Olympics were electric timing devices and a public-address system used for the first time?,evidential_1,58,0.000000,-15.661985,1920,0
"What mythological beast has the head of a man, the body of a lion, and the tail and feet of a dragon?",evidential_1,59,0.000000,-15.668596,Sphinx,1
What book knocked Henry Kissinger's White house Years out of first place on the best-seller list in November 1979?,evidential_1,60,0.000000,-15.693970,The Holy Blood and the Holy Grail,0
Which US No 1 single came from Diana Ross's platinum album Diana?,evidential_1,61,0.000000,-15.704695,"""I'm Coming Out""",0
Who is the most successful UK solo artist in the USA?,evidential_1,62,0.000000,-15.796151,Elton John,1
Which founder of the company Triad was accused by the USA of receiving bribes?,evidential_1,63,0.000000,-15.827990,Zhou Yongkang,0
How old was Jimi Hendrix when he died?,evidential_1,64,0.000000,-15.865955,27,1
Where in Canada is the Lion's Gate bridge?,evidential_1,65,0.000000,-15.866927,Vancouver,1
What comic strip character was named after heavyweight boxing champion James J. Jeffries?,evidential_1,66,0.000000,-15.894985,Tank McNamara,0
Where was horse racing's Breeder's Cup held in 1987?,evidential_1,67,0.000000,-15.919813,Hollywood Park,1
Who or what was Gentle Ben in the 60s TV series?,evidential_1,68,0.000000,-16.038690,Teddy bear,0
"""Complete this Biblical quotation: """"It is easier for a camel to go through the eye of a needle, than...""",evidential_1,69,0.000000,-16.201161,...than for a rich man to enter the kingdom of God.,1
"In the Bible, who did the sun and moon stand still before?",evidential_1,70,0.000000,-16.222591,Joshua,1
What is Mel Gibson's middle name?,evidential_1,71,0.000000,-16.223427,William,0
What was Walter Matthau's first movie?,evidential_1,72,0.000000,-16.228426,Battle Cry (1955),0
"In Greek mythology, who were Arges, Brontes and Steropes?",evidential_1,73,0.000000,-16.265161,The Cyclopes.,1
Men Against the Sea and Pitcairn's Island were two sequels to what famous novel?,evidential_1,74,0.000000,-16.276767,Robinson Crusoe,0
Which actress was called by the US Senate a 'powerful force of evil' when she left her husband and child in 1948?,evidential_1,75,0.000000,-16.322666,Lana Turner,0
What was Eddie Murphy's first movie?,evidential_1,76,0.000000,-16.361686,Raw,0
Which actress was voted Miss Greenwich Village in 1942?,evidential_1,77,0.000000,-16.365767,Marilyn Monroe,0
In which decade did stereo records first go on sale?,evidential_1,78,0.000000,-16.366462,1958,1
"""Who was the target of the failed """"Bomb Plot"""" of 1944?""",evidential_1,79,0.000000,-16.441072,Franklin D. Roosevelt,0
Who was the last inmate of Spandau jail in Berlin?,evidential_1,80,0.000000,-16.534071,Albert Brasch,0
In which country is the Sky Train Rail bridge?,evidential_1,81,0.000000,-16.539807,Thailand,0
Art Garfunkel trained for which profession although he didn't qualify?,evidential_1,82,0.000000,-16.629250,Ophthalmologist,0
What would Kevin Scale have been called if it had adopted the originator's first name?,evidential_1,83,0.000000,-16.637455,Kirk Scale,0
Which was the only eastern bloc country to participate in the 1984 LA Olympics?,evidential_1,84,0.000000,-16.696310,Romania,0
What star sign is Jamie Lee Curtis?,evidential_1,85,0.000000,-16.774522,Libra,0
Which 70s show was based on the British show Till Death Us Do Part?,evidential_1,86,0.000000,-16.794447,All in the Family,1
Which drink did The Spice Girls promote?,evidential_1,87,0.000000,-16.797502,Pepsi,1
What did the Lone Ranger's title Kemo Sabe mean in Apache?,evidential_1,88,0.000000,-16.841576,"""Trusted Friend""",1
Otis Barton was a pioneer in exploring where?,evidential_1,89,0.000000,-16.857420,Caves,0
Which 90s sci fi series with James Belushi was based on Bruce Wagner's comic strip of the same name?,evidential_1,90,0.000000,-16.890487,Sliders,0
Who was the first US-born winner of golf's British Open?,evidential_1,91,0.000000,-16.940711,Francis Ouimet,0
What claimed the life of singer Kathleen Ferrier?,evidential_1,92,0.000000,-17.022028,Breast cancer,1
What was the name of Michael Jackson's autobiography written in 1988?,evidential_1,93,0.000000,-17.071276,Moonwalk,1
Why is the site of a boxing match called a ring when it's square?,evidential_1,94,0.000000,-17.271033,Historical tradition.,0
"In Greek mythology, what were the names of Oedipus's parents?",evidential_1,95,0.000000,-17.401272,Laius and Jocasta,1
Robert Kirkpatrick of California grew the world's biggest what?,evidential_1,96,0.000000,-17.607388,Pumpkin,1
To the nearest million what is the population of Australia?,evidential_1,97,0.000000,-17.695254,25 million,1
Who was the only Englishman to become Pope?,evidential_1,98,0.000000,-17.701960,Adrian IV,1
Which musician founded the Red Hot Peppers?,evidential_1,99,0.000000,-17.997304,Louis Armstrong,0
Where did the Shinning Path terrorists operate?,evidential_1,100,0.000000,-27.631213,Peru,1
Dave Gilmore and Roger Waters were in which rock group?,evidential_2,1,0.384742,-0.955183,Pink Floyd,1
Who directed the classic 30s western Stagecoach?,evidential_2,2,0.366001,-1.005119,John Ford,1
Who had a Too Legit To Quit Tour?,evidential_2,3,0.243495,-1.412659,Vanilla Ice,0
Who first hosted Family Feud?,evidential_2,4,0.000418,-7.779011,Richard Dawson,1
Richard Daley was mayor of which city for 21 years?,evidential_2,5,0.000396,-7.834566,Chicago,1
How was the European Recovery Program in the 1940s more commonly known?,evidential_2,6,0.000320,-8.046934,Marshall Plan,1
"In the Bible, who saw the handwriting on the wall?",evidential_2,7,0.000280,-8.182497,Belshazzar,1
Who was the first person after Scott to reach the South Pole overland?,evidential_2,8,0.000231,-8.373956,Edward Bransfield,0
Who was the next British Prime Minister after Arthur Balfour?,evidential_2,9,0.000208,-8.476707,Henry Campbell-Bannerman,1
In which sport could the Pacers take on the Pistons?,evidential_2,10,0.000164,-8.717644,Basketball,1
Kim Carnes' nine weeks at No 1 with Bette Davis Eyes was interrupted for one week by which song?,evidential_2,11,0.000161,-8.732251,"""Invitation to Dance""",0
Which musician founded the Red Hot Peppers?,evidential_2,12,0.000161,-8.733739,Louis Armstrong,0
River Phoenix died during the making of which movie?,evidential_2,13,0.000137,-8.898016,The Dark Half,1
Which country does the airline TAAG come from?,evidential_2,14,0.000126,-8.978916,Angola,1
What was the profession of Paul Strand (1890 - 1976)?,evidential_2,15,0.000123,-9.004418,Photographer,1
What is the only novel to top the best-seller lists for two consecutive years?,evidential_2,16,0.000121,-9.019556,To Kill a Mockingbird,1
Which journalist first told the world about the My Lai massacre?,evidential_2,17,0.000116,-9.061696,Morley Safer,0
Which was the only eastern bloc country to participate in the 1984 LA Olympics?,evidential_2,18,0.000107,-9.145267,Romania,0
Who recorded the When Harry Met Sally soundtrack?,evidential_2,19,0.000092,-9.298219,Hans Zimmer,0
Kagoshima international airport is in which country?,evidential_2,20,0.000092,-9.298686,Japan,1
Who is the most successful UK solo artist in the USA?,evidential_2,21,0.000087,-9.349265,Elton John,1
"In the very first Boston Marathon, 15 runners competed. How many finished?",evidential_2,22,0.000086,-9.359832,15,0
Who was the defending champion when Martina Navratilova first won Wimbledon singles?,evidential_2,23,0.000078,-9.453614,Chris Evert,1
Which US No 1 single came from Diana Ross's platinum album Diana?,evidential_2,24,0.000074,-9.513545,"""I'm Coming Out""",0
Who had a 70s No 1 hit with Let's Do It Again?,evidential_2,25,0.000073,-9.519387,Stevie Wonder,0
Brandon Lee died during the making of which movie?,evidential_2,26,0.000067,-9.608893,The Crow,1
"What mythological beast has the head of a man, the body of a lion, and the tail and feet of a dragon?",evidential_2,27,0.000064,-9.652864,Sphinx,1
Which musical featured the song The Street Where You Live?,evidential_2,28,0.000063,-9.667646,My Fair Lady,1
Where in Canada is the Lion's Gate bridge?,evidential_2,29,0.000063,-9.678667,Vancouver,1
What is the name of Terence and Shirley Conran's dress designer son?,evidential_2,30,0.000062,-9.695369,Matthew Williamson,0
Which artist David was born in Bradford UK?,evidential_2,31,0.000059,-9.741722,David Hockney,1
Who or what was Gentle Ben in the 60s TV series?,evidential_2,32,0.000058,-9.749789,A giant bear.,1
What was the Paramount Film Company originally called?,evidential_2,33,0.000058,-9.751727,Marcel V Challoner's Film Manufacturing Company,0
What was golfing great Ben Hogan's famous reply when he was asked how to improve one's game?,evidential_2,34,0.000057,-9.765333,Practice!,0
Which volcano in Tanzania is the highest mountain in Africa?,evidential_2,35,0.000057,-9.780095,Kilimanjaro,1
What is the Japanese share index called?,evidential_2,36,0.000056,-9.787068,Nikkei,1
In what year's Olympics were electric timing devices and a public-address system used for the first time?,evidential_2,37,0.000056,-9.793496,1920,0
Rita Coolidge sang the title song for which Bond film?,evidential_2,38,0.000055,-9.814315,All That Jazz,0
Who was the youngest brother in the Beach Boys?,evidential_2,39,0.000053,-9.852290,Carl,1
Who had an 80s No 1 hit with Hold On To The Nights?,evidential_2,40,0.000053,-9.854278,Richard Marx,1
In what state was playwright Tennessee Williams born?,evidential_2,41,0.000051,-9.892983,Mississippi,1
How old was Jimi Hendrix when he died?,evidential_2,42,0.000047,-9.961895,27,1
Which Brit broke the land speed record in 1990 in Thrust 2?,evidential_2,43,0.000046,-9.994122,Richard Noble,1
In which state was Gene Vincent born?,evidential_2,44,0.000045,-9.999527,Virginia,1
"""Who was the target of the failed """"Bomb Plot"""" of 1944?""",evidential_2,45,0.000043,-10.053370,Adolf Hitler,1
"""Complete this Biblical quotation: """"It is easier for a camel to go through the eye of a needle, than...""",evidential_2,46,0.000043,-10.061376,than a rich man into the kingdom of God.,1
The flag of Libya is a plain rectangle of which color?,evidential_2,47,0.000040,-10.123240,Green,1
"In Greek mythology, who were Arges, Brontes and Steropes?",evidential_2,48,0.000040,-10.134986,The Cyclopes.,1
On what date in 1969 did Neil Armstrong first set foot on the Moon?,evidential_2,49,0.000039,-10.160451,July 20th,1
To the nearest million what is the population of Australia?,evidential_2,50,0.000037,-10.200376,25 million,1
Which actress was called by the US Senate a 'powerful force of evil' when she left her husband and child in 1948?,evidential_2,51,0.000037,-10.204591,Lana Turner,0
If I Were A Rich Man Was a big hit from which stage show?,evidential_2,52,0.000034,-10.290598,Fiddler on the Roof,1
"""According to Rudyard Kipling what were the """"two imposters"""" to meet and treat the same day?""",evidential_2,53,0.000034,-10.299764,Day and Night,0
Of which African country is Niamey the capital?,evidential_2,54,0.000033,-10.316924,Niger,1
Which highway was Revisited in a classic 60s album by Bob Dylan?,evidential_2,55,0.000031,-10.370148,Highway 61,1
What book knocked Henry Kissinger's White house Years out of first place on the best-seller list in November 1979?,evidential_2,56,0.000030,-10.412501,The Holy Blood and the Holy Grail,0
What is Osbert Lancaster best known for producing?,evidential_2,57,0.000030,-10.412884,Cartoonist's work,1
What was President Gerald Ford's middle name?,evidential_2,58,0.000029,-10.452323,Rudolph,1
What star sign is Jamie Lee Curtis?,evidential_2,59,0.000025,-10.596722,Libra,0
Which founder of the company Triad was accused by the USA of receiving bribes?,evidential_2,60,0.000024,-10.653194,Pascal Simbikis,0
Why is the site of a boxing match called a ring when it's square?,evidential_2,61,0.000022,-10.727346,Round,1
What was the name of Michael Jackson's autobiography written in 1988?,evidential_2,62,0.000021,-10.747701,Moonwalk,1
Who was the only Englishman to become Pope?,evidential_2,63,0.000021,-10.774208,Adrian IV,1
What did the Lone Ranger's title Kemo Sabe mean in Apache?,evidential_2,64,0.000020,-10.799427,"""Trusted Friend""",1
Where was horse racing's Breeder's Cup held in 1987?,evidential_2,65,0.000020,-10.833669,Hollywood Park,1
Which Lloyd Webber musical premiered in the US on 10th December 1993?,evidential_2,66,0.000019,-10.860338,Sunset Boulevard,1
"In the Bible, who did the sun and moon stand still before?",evidential_2,67,0.000019,-10.880496,Joshua,1
Men Against the Sea and Pitcairn's Island were two sequels to what famous novel?,evidential_2,68,0.000017,-10.967152,Robinson Crusoe,0
Robert Kirkpatrick of California grew the world's biggest what?,evidential_2,69,0.000017,-11.005995,Pumpkin,1
What is Mel Gibson's middle name?,evidential_2,70,0.000016,-11.049401,Patrick,0
What Michelle Pfeiffer movie got a boost from the Coolio song Gangsta's Paradise?,evidential_2,71,0.000016,-11.071433,Batman Forever,0
What was the last US state to reintroduce alcohol after prohibition?,evidential_2,72,0.000015,-11.074685,Utah,0
Where did the Shinning Path terrorists operate?,evidential_2,73,0.000015,-11.084698,Peru,1
"To whom did Helen Keller dedicate her autobiography, The Story of My Life?",evidential_2,74,0.000015,-11.099118,Alexander Graham Bell,1
In which decade did stereo records first go on sale?,evidential_2,75,0.000015,-11.124735,1958,1
Who was the man behind The Chipmunks?,evidential_2,76,0.000014,-11.183790,Ross Bagdasarian Sr.,1
What would Kevin Scale have been called if it had adopted the originator's first name?,evidential_2,77,0.000014,-11.188373,Kirkwood,0
Who was the director of the CIA from 1976-81?,evidential_2,78,0.000014,-11.196198,Stansfield Turner,1
Who was the last inmate of Spandau jail in Berlin?,evidential_2,79,0.000014,-11.202208,Albert Brasch,0
What was Eddie Murphy's first movie?,evidential_2,80,0.000013,-11.234144,Raw,0
Art Garfunkel trained for which profession although he didn't qualify?,evidential_2,81,0.000013,-11.270130,Doctor,0
Where in England was actor Nigel Hawthorne born?,evidential_2,82,0.000013,-11.288602,Norwich,0
Which 70s show was based on the British show Till Death Us Do Part?,evidential_2,83,0.000012,-11.318009,All in the Family,1
"""In which movie did Garbo say, """"I want to be alone"""".""",evidential_2,84,0.000011,-11.404086,Grand Hotel (1932),1
"In Lewis Carroll's poem The Hunting of the Snark, what did the elusive, troublesome snark turn into to fool hunters?",evidential_2,85,0.000011,-11.413199,Boggs.,0
What was Truman Capote's last name before he was adopted by his stepfather?,evidential_2,86,0.000009,-11.576892,Capote,0
Who was the first US-born winner of golf's British Open?,evidential_2,87,0.000009,-11.639920,Francis Ouimet,0
Which actress was voted Miss Greenwich Village in 1942?,evidential_2,88,0.000009,-11.651592,Marilyn Monroe,0
Which 90s sci fi series with James Belushi was based on Bruce Wagner's comic strip of the same name?,evidential_2,89,0.000009,-11.675392,Almost Live,0
"""How many different animal shapes are there in the """"Animal Crackers"""" cookie zoo?""",evidential_2,90,0.000008,-11.740678,14,0
In which country is the Sky Train Rail bridge?,evidential_2,91,0.000008,-11.741103,Thailand,0
Bandar Seri Begawan International airport is in which country?,evidential_2,92,0.000008,-11.788976,Brunei,1
Which drink did The Spice Girls promote?,evidential_2,93,0.000007,-11.922545,Pepsi,1
In the 80s who wrote the novel Empire of The Sun?,evidential_2,94,0.000006,-11.950724,J.G. Ballard,1
What comic strip character was named after heavyweight boxing champion James J. Jeffries?,evidential_2,95,0.000006,-11.979865,Joe Yabuco,0
What claimed the life of singer Kathleen Ferrier?,evidential_2,96,0.000006,-12.019444,Breast cancer,1
What was Walter Matthau's first movie?,evidential_2,97,0.000006,-12.053591,Battle Cry (1955),0
Who had a 70s No 1 hit with Kiss You All Over?,evidential_2,98,0.000004,-12.539887,Starship,0
Otis Barton was a pioneer in exploring where?,evidential_2,99,0.000003,-12.655145,Caves,0
"In Greek mythology, what were the names of Oedipus's parents?",evidential_2,100,0.000002,-13.101003,Laius and Jocasta,1
