question,style,btl_rank,btl_strength,btl_beta,answer,result
What was Walter Matthau's first movie?,evidential_1,46,0.010012,-4.603973,"""The Man Who Shot Liberty Valance"" (1962)",0
What did the Lone Ranger's title Kemo Sabe mean in Apache?,evidential_1,47,0.009830,-4.622278,"It means ""true friend"" or ""trusty scout.""",1
Otis Barton was a pioneer in exploring where?,evidential_1,48,0.009778,-4.627629,Deep ocean depths.,1
Who had a 70s No 1 hit with Let's Do It Again?,evidential_1,49,0.009666,-4.639095,Bee Gees,0
Which highway was Revisited in a classic 60s album by Bob Dylan?,evidential_1,50,0.009323,-4.675240,Highway 61,1
What was golfing great Ben Hogan's famous reply when he was asked how to improve one's game?,evidential_1,51,0.009258,-4.682290,Practice more.,0
Who had a 70s No 1 hit with Kiss You All Over?,evidential_1,52,0.009048,-4.705225,Steve Miller Band,0
In which sport could the Pacers take on the Pistons?,evidential_1,53,0.008909,-4.720741,Basketball,1
How old was Jimi Hendrix when he died?,evidential_1,54,0.008702,-4.744155,27,1
Where in Canada is the Lion's Gate bridge?,evidential_1,55,0.008698,-4.744633,"Vancouver, British Columbia",1
Which drink did The Spice Girls promote?,evidential_1,56,0.008656,-4.749495,Seven Up,0
Which actress was called by the US Senate a 'powerful force of evil' when she left her husband and child in 1948?,evidential_1,57,0.008548,-4.762038,Hedy Lamarr,0
The flag of Libya is a plain rectangle of which color?,evidential_1,58,0.008504,-4.767217,green,1
Brandon Lee died during the making of which movie?,evidential_1,59,0.008251,-4.797447,Die Hard,0
"""Who was the target of the failed """"Bomb Plot"""" of 1944?""",evidential_1,60,0.008243,-4.798430,Adolf Hitler,1
Who was the only Englishman to become Pope?,evidential_1,61,0.008204,-4.803116,Benedict XVII,0
What is the Japanese share index called?,evidential_1,62,0.008149,-4.809910,Nikkei Index,1
What was Eddie Murphy's first movie?,evidential_1,63,0.008132,-4.811919,"""Beverly Hills Cop""",0
Who first hosted Family Feud?,evidential_1,64,0.008101,-4.815797,Tom Jackson,0
Which Lloyd Webber musical premiered in the US on 10th December 1993?,evidential_1,65,0.008041,-4.823143,Sunset Boulevard,1
"""Complete this Biblical quotation: """"It is easier for a camel to go through the eye of a needle, than...""",evidential_1,66,0.007980,-4.830839,for a rich man to enter the kingdom of heaven.,1
In which country is the Sky Train Rail bridge?,evidential_1,67,0.007906,-4.840180,Thailand,0
Who directed the classic 30s western Stagecoach?,evidential_1,68,0.007832,-4.849477,John Ford,1
Which founder of the company Triad was accused by the USA of receiving bribes?,evidential_1,69,0.007718,-4.864162,None specified,0
Who was the defending champion when Martina Navratilova first won Wimbledon singles?,evidential_1,70,0.007518,-4.890486,Chris Evert,1
In what year's Olympics were electric timing devices and a public-address system used for the first time?,evidential_1,71,0.007231,-4.929408,1932,0
Who or what was Gentle Ben in the 60s TV series?,evidential_1,72,0.007212,-4.932035,A gentle bear named Ben.,0
Which musician founded the Red Hot Peppers?,evidential_1,73,0.007099,-4.947798,Red Hot Chili Peppers,1
How was the European Recovery Program in the 1940s more commonly known?,evidential_1,74,0.007043,-4.955705,Marshall Plan,1
Which was the only eastern bloc country to participate in the 1984 LA Olympics?,evidential_1,75,0.006994,-4.962753,East Germany,0
"""In which movie did Garbo say, """"I want to be alone"""".""",evidential_1,76,0.006870,-4.980540,Anna Christie,0
Dave Gilmore and Roger Waters were in which rock group?,evidential_1,77,0.006710,-5.004126,Pink Floyd,1
Who was the youngest brother in the Beach Boys?,evidential_1,78,0.006687,-5.007581,Carl Wilson,1
Where in England was actor Nigel Hawthorne born?,evidential_1,79,0.006317,-5.064476,Bristol,0
"In the Bible, who did the sun and moon stand still before?",evidential_1,80,0.006309,-5.065830,Joshua,1
Who was the man behind The Chipmunks?,evidential_1,81,0.006176,-5.087140,David Seville,1
To the nearest million what is the population of Australia?,evidential_1,82,0.006137,-5.093474,25 million,1
Robert Kirkpatrick of California grew the world's biggest what?,evidential_1,83,0.005979,-5.119580,pumpkin,1
Which 90s sci fi series with James Belushi was based on Bruce Wagner's comic strip of the same name?,evidential_1,84,0.005954,-5.123684,Sliders,0
In what state was playwright Tennessee Williams born?,evidential_1,85,0.005942,-5.125792,Mississippi,1
Which US No 1 single came from Diana Ross's platinum album Diana?,evidential_1,86,0.005857,-5.140153,"""Love Hangover""",0
Where was horse racing's Breeder's Cup held in 1987?,evidential_1,87,0.005830,-5.144810,Santa Anita Park,1
Who is the most successful UK solo artist in the USA?,evidential_1,88,0.005698,-5.167557,Elton John,1
Who was the first US-born winner of golf's British Open?,evidential_1,89,0.005547,-5.194564,Tommy Armour,0
In which decade did stereo records first go on sale?,evidential_1,90,0.005348,-5.231105,1950s,1
"In Greek mythology, what were the names of Oedipus's parents?",evidential_1,91,0.005047,-5.289057,Laius and Jocasta,1
Why is the site of a boxing match called a ring when it's square?,evidential_1,92,0.004808,-5.337567,Historically named a ring due to its circular shape despite being square or rectangular,1
What was the profession of Paul Strand (1890 - 1976)?,evidential_1,93,0.004775,-5.344311,Photographer,1
What was Truman Capote's last name before he was adopted by his stepfather?,evidential_1,94,0.004584,-5.385090,Capote,0
Which actress was voted Miss Greenwich Village in 1942?,evidential_1,95,0.003904,-5.545807,Joan Blondell,0
What is Mel Gibson's middle name?,evidential_1,96,0.003695,-5.600824,Stephen,0
What star sign is Jamie Lee Curtis?,evidential_1,97,0.003479,-5.660894,Scorpio,1
What is the name of Terence and Shirley Conran's dress designer son?,evidential_1,98,0.001714,-6.368723,Tom,0
Who was the next British Prime Minister after Arthur Balfour?,evidential_1,99,0.000000,-27.631021,H.H. Asquith,0
What would Kevin Scale have been called if it had adopted the originator's first name?,evidential_1,100,0.000000,-27.631021,Unknown,0
Dave Gilmore and Roger Waters were in which rock group?,evidential_2,1,0.075819,-2.579405,Pink Floyd,1
"""Complete this Biblical quotation: """"It is easier for a camel to go through the eye of a needle, than...""",evidential_2,2,0.024603,-3.704891,for a rich man to enter heaven.,1
Otis Barton was a pioneer in exploring where?,evidential_2,3,0.024016,-3.729039,deep ocean,1
Who is the most successful UK solo artist in the USA?,evidential_2,4,0.023832,-3.736740,Elton John,1
River Phoenix died during the making of which movie?,evidential_2,5,0.023150,-3.765773,"Wever Trueheart in ""Geri's Game""",0
"""In which movie did Garbo say, """"I want to be alone"""".""",evidential_2,6,0.016451,-4.107395,Grand Hotel,1
"In the very first Boston Marathon, 15 runners competed. How many finished?",evidential_2,7,0.016389,-4.111134,14,0
Which US No 1 single came from Diana Ross's platinum album Diana?,evidential_2,8,0.016389,-4.111145,"""Love Hangover""",0
Kagoshima international airport is in which country?,evidential_2,9,0.016176,-4.124239,Japan,1
Who had an 80s No 1 hit with Hold On To The Nights?,evidential_2,10,0.016133,-4.126865,Cyndi Lauper,0
In which decade did stereo records first go on sale?,evidential_2,11,0.016094,-4.129327,1950s,1
Who was the youngest brother in the Beach Boys?,evidential_2,12,0.015630,-4.158567,Carl Wilson,1
Where in Canada is the Lion's Gate bridge?,evidential_2,13,0.014175,-4.256250,"Vancouver, British Columbia",1
Who was the last inmate of Spandau jail in Berlin?,evidential_2,14,0.014034,-4.266295,Rudolf Hess,1
What was the last US state to reintroduce alcohol after prohibition?,evidential_2,15,0.013931,-4.273639,Mississippi,1
What is the only novel to top the best-seller lists for two consecutive years?,evidential_2,16,0.013824,-4.281346,"""Gone Girl"" by Gillian Flynn",0
Kim Carnes' nine weeks at No 1 with Bette Davis Eyes was interrupted for one week by which song?,evidential_2,17,0.013587,-4.298631,"""Jack's Theme""",0
Which 70s show was based on the British show Till Death Us Do Part?,evidential_2,18,0.013416,-4.311319,All in the Family,1
Which country does the airline TAAG come from?,evidential_2,19,0.013382,-4.313866,Namibia,0
Who was the man behind The Chipmunks?,evidential_2,20,0.013357,-4.315745,David Seville,1
What was golfing great Ben Hogan's famous reply when he was asked how to improve one's game?,evidential_2,21,0.013106,-4.334713,Practice more.,0
Who had a Too Legit To Quit Tour?,evidential_2,22,0.013051,-4.338877,Too Short,0
Who recorded the When Harry Met Sally soundtrack?,evidential_2,23,0.012963,-4.345620,Nino Rota,0
Brandon Lee died during the making of which movie?,evidential_2,24,0.012862,-4.353450,The Crow,1
What was the profession of Paul Strand (1890 - 1976)?,evidential_2,25,0.012799,-4.358418,Photographer,1
"What mythological beast has the head of a man, the body of a lion, and the tail and feet of a dragon?",evidential_2,26,0.012580,-4.375630,Minotaur,0
Who directed the classic 30s western Stagecoach?,evidential_2,27,0.012447,-4.386248,John Ford,1
Who had a 70s No 1 hit with Let's Do It Again?,evidential_2,28,0.012399,-4.390133,Bee Gees,0
In which sport could the Pacers take on the Pistons?,evidential_2,29,0.012307,-4.397606,Basketball,1
In which state was Gene Vincent born?,evidential_2,30,0.011921,-4.429430,Louisiana,0
Who had a 70s No 1 hit with Kiss You All Over?,evidential_2,31,0.011777,-4.441595,Dave Berry,0
What is Osbert Lancaster best known for producing?,evidential_2,32,0.011524,-4.463352,comic strips and illustrations,1
Men Against the Sea and Pitcairn's Island were two sequels to what famous novel?,evidential_2,33,0.011401,-4.474085,Mutiny on the Bounty,1
"In the Bible, who saw the handwriting on the wall?",evidential_2,34,0.010886,-4.520237,Belshazzar,1
In what year's Olympics were electric timing devices and a public-address system used for the first time?,evidential_2,35,0.010518,-4.554676,1932,0
What book knocked Henry Kissinger's White house Years out of first place on the best-seller list in November 1979?,evidential_2,36,0.010424,-4.563679,The Bodyguard by Ken Follett,0
"""How many different animal shapes are there in the """"Animal Crackers"""" cookie zoo?""",evidential_2,37,0.010193,-4.586013,8,0
On what date in 1969 did Neil Armstrong first set foot on the Moon?,evidential_2,38,0.010030,-4.602126,July 20,1
Richard Daley was mayor of which city for 21 years?,evidential_2,39,0.009957,-4.609524,Chicago,1
Who was the only Englishman to become Pope?,evidential_2,40,0.009868,-4.618487,Sir Thomas Walden (Pope Gregory IX),0
Which Lloyd Webber musical premiered in the US on 10th December 1993?,evidential_2,41,0.009761,-4.629375,Sunset Boulevard,1
Which 90s sci fi series with James Belushi was based on Bruce Wagner's comic strip of the same name?,evidential_2,42,0.009751,-4.630408,Sliders,0
Which was the only eastern bloc country to participate in the 1984 LA Olympics?,evidential_2,43,0.009737,-4.631844,Yugoslavia,1
Which artist David was born in Bradford UK?,evidential_2,44,0.009684,-4.637331,David Hockney,1
Rita Coolidge sang the title song for which Bond film?,evidential_2,45,0.009655,-4.640281,Live and Let Die,0
In what state was playwright Tennessee Williams born?,evidential_2,46,0.009603,-4.645636,Mississippi,1
Which actress was called by the US Senate a 'powerful force of evil' when she left her husband and child in 1948?,evidential_2,47,0.009557,-4.650445,Elizabeth Taylor,0
What is the Japanese share index called?,evidential_2,48,0.009403,-4.666755,Nikkei Stock Average,1
Art Garfunkel trained for which profession although he didn't qualify?,evidential_2,49,0.009161,-4.692827,medicine,0
Which musician founded the Red Hot Peppers?,evidential_2,50,0.009037,-4.706399,Red Hot Chili Peppers,1
How old was Jimi Hendrix when he died?,evidential_2,51,0.008969,-4.713977,27,1
What comic strip character was named after heavyweight boxing champion James J. Jeffries?,evidential_2,52,0.008879,-4.724064,Buster Brown,0
What Michelle Pfeiffer movie got a boost from the Coolio song Gangsta's Paradise?,evidential_2,53,0.008672,-4.747640,Dangerous Minds,1
To the nearest million what is the population of Australia?,evidential_2,54,0.008611,-4.754764,25 million,1
What did the Lone Ranger's title Kemo Sabe mean in Apache?,evidential_2,55,0.008583,-4.757965,Honest Word,0
The flag of Libya is a plain rectangle of which color?,evidential_2,56,0.008455,-4.772989,Green,1
Robert Kirkpatrick of California grew the world's biggest what?,evidential_2,57,0.008423,-4.776842,avocado.,0
If I Were A Rich Man Was a big hit from which stage show?,evidential_2,58,0.008352,-4.785211,Fiddler on the Roof,1
What was Eddie Murphy's first movie?,evidential_2,59,0.008300,-4.791546,"""Rawhide West"" (1985)",0
Which volcano in Tanzania is the highest mountain in Africa?,evidential_2,60,0.008279,-4.794010,Mount Kilimanjaro,1
Who first hosted Family Feud?,evidential_2,61,0.008075,-4.818986,Tom Jackson,0
"In Lewis Carroll's poem The Hunting of the Snark, what did the elusive, troublesome snark turn into to fool hunters?",evidential_2,62,0.008030,-4.824627,A: A bill.,0
"In Greek mythology, what were the names of Oedipus's parents?",evidential_2,63,0.008009,-4.827231,Laius and Jocasta,1
"In Greek mythology, who were Arges, Brontes and Steropes?",evidential_2,64,0.007584,-4.881746,Cyclopes,1
Who or what was Gentle Ben in the 60s TV series?,evidential_2,65,0.007516,-4.890747,A gentle bear named Ben.,0
Bandar Seri Begawan International airport is in which country?,evidential_2,66,0.007490,-4.894184,Brunei,1
Which drink did The Spice Girls promote?,evidential_2,67,0.007396,-4.906776,Seven Up,0
What was President Gerald Ford's middle name?,evidential_2,68,0.007304,-4.919301,Robert,0
Who was the first US-born winner of golf's British Open?,evidential_2,69,0.007068,-4.952208,Ben Curtis,0
"In the Bible, who did the sun and moon stand still before?",evidential_2,70,0.006840,-4.984992,Joshua,1
How was the European Recovery Program in the 1940s more commonly known?,evidential_2,71,0.006766,-4.995776,Marshall Plan,1
What was the Paramount Film Company originally called?,evidential_2,72,0.006523,-5.032350,American Magyar Film Corporation,0
Which musical featured the song The Street Where You Live?,evidential_2,73,0.006465,-5.041280,My Fair Lady,1
Which Brit broke the land speed record in 1990 in Thrust 2?,evidential_2,74,0.006405,-5.050640,Andy Green,0
In which country is the Sky Train Rail bridge?,evidential_2,75,0.006385,-5.053831,Thailand,0
Which highway was Revisited in a classic 60s album by Bob Dylan?,evidential_2,76,0.006346,-5.059868,Highway 61,1
Where did the Shinning Path terrorists operate?,evidential_2,77,0.006302,-5.066873,Peru,1
"To whom did Helen Keller dedicate her autobiography, The Story of My Life?",evidential_2,78,0.006061,-5.105854,Anne Sullivan Macy,0
Who was the defending champion when Martina Navratilova first won Wimbledon singles?,evidential_2,79,0.005872,-5.137616,Chris Evert,1
Which founder of the company Triad was accused by the USA of receiving bribes?,evidential_2,80,0.005745,-5.159344,Charles B. Wang,0
Who was the first person after Scott to reach the South Pole overland?,evidential_2,81,0.005468,-5.208817,Bentley,0
"""Who was the target of the failed """"Bomb Plot"""" of 1944?""",evidential_2,82,0.005462,-5.209912,Adolf Hitler,1
Which journalist first told the world about the My Lai massacre?,evidential_2,83,0.005342,-5.232144,Pete Daniel Berman,0
Of which African country is Niamey the capital?,evidential_2,84,0.004784,-5.342454,Niger,1
Why is the site of a boxing match called a ring when it's square?,evidential_2,85,0.004473,-5.409685,"Because ""ring"" comes from Old Norse and predates the current shape.",0
What claimed the life of singer Kathleen Ferrier?,evidential_2,86,0.004472,-5.409973,Tuberculosis,0
In the 80s who wrote the novel Empire of The Sun?,evidential_2,87,0.004378,-5.431151,J.G. Ballard,1
Who was the director of the CIA from 1976-81?,evidential_2,88,0.004370,-5.433057,William E. Colby,0
What was the name of Michael Jackson's autobiography written in 1988?,evidential_2,89,0.004268,-5.456570,"""Moonwalk""",1
"""According to Rudyard Kipling what were the """"two imposters"""" to meet and treat the same day?""",evidential_2,90,0.003450,-5.669414,Hinduism and Christianity,0
What was Walter Matthau's first movie?,evidential_2,91,0.002751,-5.895871,"""The Man Who Shot Liberty Valance"" (1962)",0
Where was horse racing's Breeder's Cup held in 1987?,evidential_2,92,0.002250,-6.096739,"Hialeah Park, Florida",0
Which actress was voted Miss Greenwich Village in 1942?,evidential_2,93,0.000698,-7.267812,Joan Blondell,0
Where in England was actor Nigel Hawthorne born?,evidential_2,94,0.000660,-7.323796,Bristol,0
What is the name of Terence and Shirley Conran's dress designer son?,evidential_2,95,0.000343,-7.978712,Tom Conran,0
What was Truman Capote's last name before he was adopted by his stepfather?,evidential_2,96,0.000214,-8.451851,Capote,0
What star sign is Jamie Lee Curtis?,evidential_2,97,0.000164,-8.714179,Scorpio,1
What is Mel Gibson's middle name?,evidential_2,98,0.000000,-15.715112,Joseph,0
Who was the next British Prime Minister after Arthur Balfour?,evidential_2,99,0.000000,-27.631022,David Lloyd George,0
What would Kevin Scale have been called if it had adopted the originator's first name?,evidential_2,100,0.000000,-27.631022,"After verification, it would be called ""Benzema Scale"".",0
